,titulo,descricao,paginas,idioma,editora,autor,genero,imgLink,isbn13,isbn10,amazonLink
10,A ascensão do dinheiro: A história financeira do mundo - 3ª Edição,"A história financeira do mundo O que é o dinheiro? O que os bancos fazem? Qual é a diferença entre uma ação e um título? Por que contratar e comprar um seguro de imóveis? E o que faz exatamente um fundo hedge? Considerado pela revista Time uma das cem pessoas mais influentes do mundo, o historiador Niall Ferguson traz um estudo brilhante da história financeira em A ascensão do dinheiro, e explica por que os aspectos financeiros só fazem sentido se soubermos sua origem. E ainda documenta como uma nova revolução financeira está impulsionando alguns dos maiores países do mundo, da pobreza abjeta à riqueza no espaço de uma única geração – uma transformação econômica sem precedentes na história humana.",512 páginas,Português,Crítica; 3ª edição (18 dezembro 2020),Niall Ferguson,Economia,https://m.media-amazon.com/images/I/A1SbgPFsmwL._SY385_.jpg,978-6555352177,6555352175,https://www.amazon.com.br/ascens%C3%A3o-dinheiro-hist%C3%B3ria-financeira-Edi%C3%A7%C3%A3o/dp/6555352175/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=A+Ascens%C3%A3o+do+Dinheiro&sr=8-2
11,Misbehaving - A Construção da Economia Comportamental,"Um dos pais-fundadores da economia comportamental, Richard H. Thaler remonta neste livro a história dessa disciplina, dos seus primórdios nos anos 1970 até suas aplicações na atualidade. Com exemplos que vão das altas apostas do mercado financeiro até o que nos influencia no momento de escolha do jantar, o autor traça de forma leve e bem-humorada os principais conceitos dessa área de conhecimento, resultando em uma leitura essencial para todos aqueles que desejam se conectar com o futuro do pensamento econômico.Aliando as mais recentes descobertas no campo da psicologia à compreensão prática de incentivos e comportamento de mercado, o livro nos ajuda a tomar decisões mais inteligentes nos âmbitos pessoal e financeiro.",8551004158,Português,Intrínseca (1 janeiro 1900),Richard H. Thaler,Economia,https://m.media-amazon.com/images/I/61YNdWtoBZL._SY385_.jpg,4 x 17 x 24 cm,978-8551004159,https://www.amazon.com.br/Misbehaving-Constru%C3%A7%C3%A3o-Comportamental-Richard-Thaler/dp/8551004158/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=8-1
12,Os Códigos do Milhão - Pablo Marçal: Acompanha Marcador de Páginas,"Você já imaginou como seria ter uma vida financeira tranquila e próspera? ""Os Códigos do Milhão"", o livro de Pablo Marçal, pode ajudá-lo a alcançar esse objetivo. Com estratégias e insights para o sucesso financeiro, este livro oferece conselhos práticos e inspiração motivacional para ajudá-lo a alcançar seus objetivos financeiros e de vida.
Descubra como definir objetivos claros, investir em si mesmo, criar fontes de renda passiva, controlar as despesas e rodear-se de pessoas que compartilham os mesmos valores. Com ""Os Códigos do Milhão"", você aprenderá como a riqueza é acessível a todos, desde que sejam seguidos os códigos corretos.",208 páginas,Português,Camelot Editora; 1ª edição (9 junho 2023),Pablo Marçal,Economia,https://m.media-amazon.com/images/I/61mVUruFN-L._SY385_.jpg,978-6585168267,6585168267,https://www.amazon.com.br/Os-C%C3%B3digos-Milh%C3%A3o-Acompanha-Marcador/dp/6585168267/ref=d_wsixn_inc_v1_sccl_2_4/137-7733330-2035121?content-id=amzn1.sym.6aae30b1-f28d-491f-8557-da944231f03f&pd_rd_i=6585168267&psc=1
13,Superprevisões,"Todas as nossas decisões envolvem prognósticos sobre o futuro - agimos com base em previsões implícitas do que provavelmente vai acontecer. O problemaé que costumamos errar muito mais do que acertar. Em um estudo que durou vinte anos, o psicólogo e cientista social Philip Tetlock demonstrou que, ao prever o futuro, um especialista é apenas um pouco melhor do que um leigo. No entanto, com base nos resultados de uma pesquisa inovadora, Tetlock provou que alguns indivíduos têm uma extraordinária habilidade de previsão 60% mais precisa que a média. Superprevisões revela os segredos desse grupo de elite e oferece conselhos práticos sobre como podemos usá-los em benefício próprio.",320 páginas,Português,Objetiva; 1ª edição (28 janeiro 2016),Philip E. Tetlock,Economia,https://m.media-amazon.com/images/I/81zk6MC7AJL._SY385_.jpg,978-8547000011,8547000011,https://www.amazon.com.br/Superprevis%C3%B5es-Philip-Tetlock/dp/8547000011/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Superprevis%C3%B5es&sr=8-1
14,Análise técnica do mercado financeiro: um guia abrangente de aplicações e métodos de negociação,"Quando Technical Analysis of the Futures Markets foi publicado, em 1986, eu não tinha ideia de que exerceria tão grande impacto no mercado. John j. Murphy atualizou seu admirável bestseller Technical Analysis of the futures Markets de modo a incluir todos os mercados financeiros. Ele tem sido indicado para muitos na área como a “Bíblia” da análise técnica. A Market Technicians Association o usa como principal fonte em seu processo de teste no programa de Chartered Market Technician (CMT). O Federal Reserve o citou em estudos de pesquisa que analisam o valor da abordagem técnica. Além disso, foi traduzido para oito idiomas. Eu também não estava preparado para o longo tempo que o livro permaneceria em catálogo. Ele continuou a vender com a mesma intensidade mesmo dez anos depois de ter sido publicado. Contudo, ficou claro que, uma grande quantidade de material novo foi acrescentada ao ramo da análise técnica na última década. Tentei manter a estrutura do livro original. Assim, muitos dos capítulos originais permanecem. Contudo, eles foram revisados com base no material novo e atualizados com novos gráficos. Como os princípios de análise técnica são universais, não foi difícil ampliar o foco e incluir todos os mercados financeiros. Porém, como o foco original estava nos mercados futuros, foi adicionado muito material sobre o mercado de ações. Trabalhei nesta revisão com alguma inquietação. Não tinha certeza de que reescrever um livro considerado um “clássico” fosse uma boa ideia, e espero ter tido êxito em deixá-lo ainda melhor. Essa obra incrível já ensinou a milhares de traders os conceitos da análise técnica e sua aplicação em mercados futuros e de ações. Além dos mais recentes avanços em tecnologia da informação, ferramentas técnicas e indicadores, esta nova edição apresenta novos dados sobre gráficos candlestick, relações intermercado, ações e rotação de ações, além de exemplos e dados atuais. Desde como interpretar os gráficos a compreender os indicadores e o papel essencial desempenhado pela análise técnica nos investimentos, os leitores têm uma visão completa e acessível do campo da análise técnica, com ênfase especial nos mercados futuros. Revisto e ampliado para atender às exigências do mundo financeiro atual, este livro é essencial para todos os interessados em acompanhar e analisar o comportamento do mercado.",576 páginas,Português,Alta Books; 1ª edição (26 fevereiro 2021),John J. Murphy,Economia,https://m.media-amazon.com/images/I/61LOilcY53L._SY385_.jpg,978-8550815121,8550815128,https://www.amazon.com.br/An%C3%A1lise-t%C3%A9cnica-mercado-financeiro-abrangente/dp/8550815128/ref=sr_1_3?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Mercado+Financeiro&sr=8-3
15,A Estratégia do Oceano Azul,"O livro apresenta uma nova maneira de pensar sobre estratégia, resultando em uma criação de novos espaços (o oceano azul) e uma separação da concorrência (o oceano vermelho).  Os autores estudaram 150 ganhadores e perdedores em 30 indústrias diferentes e viram que explicações tradicionais não explicavam o método dos ganhadores. O que eles acharam é que empresas que criam novos nichos, fazendo da concorrência um fator irrelevante, encontram um outro caminho para o crescimento. O livro ensina como colocar em prática essa estratégia.",264 páginas,Português,Elsevier; 1ª edição (16 fevereiro 2005),W. Kim,Economia,https://m.media-amazon.com/images/I/715f6h6vu8L._SY385_.jpg,978-8535215243,8535215247,https://www.amazon.com.br/Estrat%C3%A9gia-do-Oceano-Azul/dp/8535215247/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=A+Estrat%C3%A9gia+do+Oceano+Azul&sr=8-2
16,Crises financeiras: Brasil e mundo (1929-2023),"Crash da Bolsa de Nova York, 1929. Crash das bolsas brasileiras, 1971. A bolha imobiliária de 2008. A quebra das Lojas Americanas, 2023. Nenhuma dessas crises financeiras ocorreu por acaso. Neste livro, o primeiro presidente da CVM,    Roberto Teixeira da Costa narra    a história das grandes bolhas e traz lições valiosas sobre a dinâmica e evolução do mercado de capitais.  
 Crises especulativas e monetárias são frequentes na história do mundo. No século XVII, a falta de informações e a euforia que dominava investidores em busca de fortuna fácil desencadeou a Mania das Tulipas, na Holanda. Um século depois, uma especulação desenfreada das ações da britânica South Sea Company levou muita gente a perder dinheiro ― entre elas, o físico Isaac Newton. Mas nenhum desses eventos causou tamanha ruptura social e econômica quanto a quebra da Bolsa de Nova York, em 1929.
Ao repassar a história desses e outro momentos marcantes no mercado de capitais global, Roberto Teixeira Costa não deixa  o Brasil à margem, e analisa também os efeitos da bolha de 1888 a 1891, da instabilidade dos anos 1970, da quebra da Bolsa do Rio de Janeiro, do caso Eike Batista, até a crise contábil das Lojas Americanas. Com coordenação do jornalista Fábio Pahim Jr, o livro é fundamental  para entender os mecanismos do mercado e quais serão suas próximas crises. ",280 páginas,Português,Portfolio-Penguin; 1ª edição (20 julho 2023),Roberto Teixeira da Costa,Economia,https://m.media-amazon.com/images/I/71OOY4Z3fiL._SY385_.jpg,978-6554240093,6554240098,https://www.amazon.com.br/Crises-financeiras-Brasil-mundo-1929-2023/dp/6554240098/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=8-1
17,A Mentalidade Anticapitalista,"O capitalismo é o sistema de organização econômica mais vilipendiado, difamado, criticado e caluniado que existe. Todos adoram detestar o livre mercado – de operários a intelectuais, de artistas a sacerdotes, de políticos a empresários. Mas o mais intrigante nessa história toda é que o capitalismo... funciona. Teorias socialistas e intervencionistas de toda sorte pretendem criar uma narrativa coerente para os males que acometem a civilização, e lidam com símbolos bastante convincentes: “Existem muitos pobres porque alguns são ricos”. “Existem patrões porque tantos outros não passam de empregados”. “Existem criadores porque muitos fazem o serviço braçal e mecânico”. Nada mais verdadeiro e, paradoxalmente, nada mais falso. A economia não é conta de soma zero. O sistema de livre mercado – de trocas e cooperação voluntárias – é, tão-somente, o exercício da liberdade de escolha, de empreendimento, de inventividade e diligência a serviço da sociedade humana. O capitalismo produziu muito mais riqueza e prosperidade do que todos os outros regimes que o ante- cederam, e essa riqueza teve como efeito uma margem ainda maior de liberdade e meios de ação para os mais pobres que, sabemos, inexiste nos países que adotaram as doutrinas marxistas. E o que mais impressiona neste ensaio fundamental de Ludwig von Mises, A Mentalidade Anticapitalista, talvez seja sua data de publicação: 1956. Se eu lesse este livro e desconhecesse o autor, e se me contassem que houvera sido publicado anteontem, eu nem desconfiaria. Os assuntos de que trata são atualíssimos. Bem como atualíssima é a clarividência com que o faz.",160 páginas,Português,"Vide; 2ª, Nova Edição (3 novembro 2015)",Ludwig Von Mises,Economia,https://m.media-amazon.com/images/I/61OKzvNgoaL._SY385_.jpg,978-8567394787,8567394783,https://www.amazon.com.br/Mentalidade-Anticapitalista-Ludwig-Von-Mises/dp/8567394783/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=A+Mentalidade+Anticapitalista&sr=8-1
18,O Capital no Século XXI - Edição Exclusiva Amazon,"Nenhum livro de economia publicado nos últimos anos foi capaz de provocar o furor internacional causado por O capital no século XXI , do francês Thomas Piketty.

Seu estudo sobre a concentração de riqueza e a evolução da desigualdade ganhou manchetes nos principais jornais do mundo, gerou discussões nas redes sociais e colheu comentários e elogios de diversos ganhadores do Prêmio Nobel.

Fruto de quinze anos de pesquisas incansáveis, o livro se apoia em dados que remontam ao século XVIII, provenientes de mais de vinte países, para chegar a conclusões explosivas. O crescimento econômico e a difusão do conhecimento impediram que fosse concretizado o cenário apocalíptico previsto por Karl Marx no século XIX. Porém, os registros históricos demonstram que o capitalismo tende a criar um círculo vicioso de desigualdade, pois, no longo prazo, a taxa de retorno sobre os ativos é maior que o ritmo do crescimento econômico, o que se traduz numa concentração cada vez maior da riqueza. Uma situação de desigualdade extrema pode levar a um descontentamento geral e até ameaçar os valores democráticos. Mas Piketty lembra também que a intervenção política já foi capaz de reverter tal quadro no passado e poderá voltar a fazê-lo.

Essa obra, que já se tornou uma referência entre os estudos econômicos, contribui para renovar inteiramente nossa compreensão sobre a dinâmica do capitalismo ao colocar sua contradição fundamental na relação entre o crescimento econômico e o rendimento do capital. O capital no século XXI nos obriga a refletir profundamente sobre as questões mais prementes de nosso tempo.

“Piketty transformou nosso discurso econômico; jamais voltaremos a falar sobre renda e desigualdade da maneira que fazíamos.” - Paul Krugman (Prêmio Nobel de Economia), The New York Times

“Um livro seminal sobre a evolução econômico-social do planeta... Uma obra-prima.” - Emmanuel Todd, Marianne",672 páginas,Português,Intrínseca; 1ª edição (3 novembro 2014),Thomas Piketty,Economia,https://m.media-amazon.com/images/I/717SN1VmpSS._SY385_.jpg,978-8580575811,8580575818,https://www.amazon.com.br/Capital-no-S%C3%A9culo-XXI/dp/8580575818/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Capital+no+S%C3%A9culo+XXI&sr=8-1
19,O capital,"O Capital – Extratos por Paul Lafargue (autor do clássico Direito à Preguiça) é a compilação dos trechos essenciais da obra de Karl Marx sobre o funcionamento do capitalismo, com o objetivo de facilitar o entendimento sem perder sua profundidade.Uma edição elogiada pelo próprio Marx.",208 páginas,Português,Veneta; 1ª edição (7 novembro 2014),Karl Marx,Economia,https://m.media-amazon.com/images/I/71FXP9ye6xL._SY385_.jpg,978-8563137272,8563137271,https://www.amazon.com.br/Capital-Karl-Marx/dp/8563137271/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=O+Capital&sr=8-2
20,"Economia nua e crua: O que é, para que serve, como funciona","Tudo o que você queria saber sobre economia e nunca conseguiu compreender ""O livro traduz o misterioso jargão do economista numa linguagem acessível para o leigo. ... Claro, conciso, informativo e, acredite, engraçado."" Chicago Tribune Estamos o tempo todo imersos na economia. Quando fazemos compras na feira, quando decidimos onde aplicar nosso dinheiro, quando optamos por um plano de saúde, tomamos decisões econômicas. No entanto, é frequente termos a impressão de que não estamos fazendo a coisa mais adequada, que não sabemos o suficiente sobre aquele assunto. No best-seller internacional Economia nua e crua ideias complexas são explicadas em linguagem simples, sem gráficos, tabelas ou equações. O economista Charles Wheelan explica os conceitos básicos da economia e, o que é melhor, que tipo de informação é fundamental para a pessoa se orientar no dia a dia da vida econômica de seu país e do mundo. Tudo isso de maneira fácil, prática e engraçada. Um livro indispensável para estudantes de economia e também para os que simplesmente desejam compreender melhor os desafios do mundo em que vivemos. ""Recomendo esse livro para todos aqueles que querem compreender a base da economia de maneira fácil e divertida."" Gary Becker, Prêmio Nobel de Economia ""Em poucas lições, Wheelan ensina o leitor mais ingênuo a pensar como um economista."" Kirkus Review ""[Wheelan] mostra com lucidez que as consequências econômicas podem ser globais, mas também fazem parte da vida diária."" Publishers Weekly",384 páginas,Português,Zahar; 1ª edição (25 setembro 2014),Charles Wheelan,Economia,https://m.media-amazon.com/images/I/91ZVLV15eyL._SY385_.jpg,978-8537813089,8537813087,https://www.amazon.com.br/Economia-nua-crua-serve-funciona/dp/8537813087/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=Economia+Nua+e+Crua&sr=8-1
